Symbol,Name,Price,"Dopeler
ROE
(Ave.)","Dopeler
P/B","Dopeler
PE","Dopeler
Yield","Dopeler
Book
Value","Dopeler
EPS","Net
Liquidity/Share",Sector,Industry,"Dopeler
ROE (Y1)","Dopeler
ROE (Y2)","Dopeler
ROE (Y3)","Dopeler
ROE (Y4)"
PKT,"Procera Networks, Inc.",17.20,N/A,N/A,N/A,N/A,N/A,N/A,1.22,Technology,EDP Services,189.8%,N/A,-66.0%,-175.8%
PDEX,"Pro-Dex, Inc.",1.96,10.3%,0.64,6.0,16.6%,3.08,0.283,0.25,Health Care,Medical/Dental Instruments,-13.9%,23.7%,15.3%,16.2%
PGNX,Progenics Pharmaceuticals Inc.,2.29,-108.9%,N/A,N/A,N/A,-6.56,-0.838,1.82,Consumer Durables,Major Pharmaceuticals,51.2%,-176.6%,-189.8%,-120.2%
PRGS,Progress Software Corporation,20.41,87.6%,1.13,11.4,8.8%,18.01,1.772,0.29,Technology,Computer Software: Prepackaged Software,118.2%,83.6%,59.9%,88.8%
PFPT,"Proofpoint, Inc.",10.74,N/A,N/A,N/A,N/A,N/A,N/A,-1.06,Technology,EDP Services,-8.7%,19.6%,N/A,N/A
PRPH,"ProPhase Labs, Inc.",1.50,-42.0%,N/A,N/A,N/A,-1.83,-0.167,-0.16,Consumer Durables,Major Pharmaceuticals,-46.7%,-72.7%,-5.8%,-42.8%
PGRX,Prospect Global Resources Inc.,1.50,N/A,N/A,N/A,N/A,N/A,N/A,0.08,Basic Industries,Homebuilding,N/A,N/A,N/A,N/A
PWX,Providence and Worcester Railroad Company,13.65,-7.6%,N/A,N/A,N/A,-29.56,-2.351,-6.05,Transportation,Railroads,-5.3%,-7.9%,-7.7%,-9.3%
PSDV,pSivida Corp.,1.33,-76.1%,N/A,N/A,N/A,-0.41,-0.074,0.33,Capital Goods,Biotechnology: Laboratory Analytical Instruments,-242.2%,-102.5%,242.6%,-202.1%
PSSI,PSS World Medical Inc.,28.41,60.9%,1.38,12.4,8.1%,20.63,3.259,-11.96,Health Care,Medical Specialities,59.2%,62.2%,61.8%,60.3%
PMD,Psychemedics Corporation,11.11,36.4%,1.16,11.7,8.5%,9.56,0.903,0.53,Health Care,Medical Specialities,43.3%,36.9%,22.2%,43.1%
PURE,"PURE Bioscience, Inc.",0.79,-401.8%,N/A,N/A,N/A,-5.93,-0.568,-0.25,Basic Industries,Major Chemicals,-372.4%,-410.0%,-397.8%,-427.0%
PCYO,Pure Cycle Corporation,2.81,-11.3%,N/A,N/A,N/A,-4.46,-0.118,-3.28,Public Utilities,Water Supply,-11.7%,-10.6%,-11.5%,-11.4%
QCCO,"QC Holdings, Inc.",3.17,N/A,N/A,N/A,N/A,N/A,N/A,-3.15,Finance,Investment Bankers/Brokers/Service,N/A,N/A,N/A,N/A
QGEN,Qiagen N.V.,17.60,38.6%,3.30,24.7,4.0%,5.33,0.832,-2.98,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),29.9%,47.4%,42.0%,35.0%
QKLS,"QKL Stores, Inc.",0.79,N/A,N/A,N/A,N/A,N/A,N/A,-5.88,Consumer Services,Food Chains,2.6%,-24.8%,63.8%,N/A
QLIK,Qlik Technologies Inc.,19.93,N/A,N/A,N/A,N/A,N/A,N/A,0.57,Technology,Computer Software: Prepackaged Software,317.6%,584.0%,420.2%,N/A
QLGC,QLogic Corporation,8.86,89.1%,0.31,1.9,51.9%,28.62,2.447,4.15,Technology,Computer Communications Equipment,62.6%,73.1%,88.4%,132.5%
QLTI,QLT Inc.,8.18,75.1%,1.20,14.4,6.9%,6.80,0.313,3.66,Consumer Durables,Major Pharmaceuticals,-84.1%,76.7%,317.4%,-9.5%
QCOM,QUALCOMM Incorporated,59.83,131.6%,1.26,12.7,7.9%,47.45,4.574,1.71,Technology,Radio And Television Broadcasting And Communications Equipment,124.1%,114.6%,98.8%,188.8%
QLTY,"Quality Distribution, Inc.",6.47,2.5%,N/A,89.5,1.1%,-12.21,0.235,-14.55,Transportation,Trucking Freight/Courier Services,4.1%,-3.1%,11.4%,-2.5%
QSII,"Quality Systems, Inc.",17.36,399.0%,0.72,7.2,14.0%,24.27,2.433,-0.06,Technology,EDP Services,336.8%,390.2%,395.2%,473.9%
QBAK,Qualstar Corporation,1.41,-52.7%,N/A,N/A,N/A,-0.43,-0.131,0.88,Technology,Electronic Components,-51.8%,-49.0%,-51.4%,-58.6%
QLYS,"Qualys, Inc.",12.87,N/A,N/A,N/A,N/A,N/A,N/A,0.93,Technology,Computer Software: Prepackaged Software,62.6%,N/A,N/A,N/A
QTWW,"Quantum Fuel Systems Technologies Worldwide, Inc.",0.80,-58.1%,N/A,N/A,N/A,-4.48,-0.412,-0.36,Capital Goods,Auto Parts:O.E.M.,-38.1%,-56.7%,-73.0%,-64.6%
QCOR,"Questcor Pharmaceuticals, Inc.",27.75,3120.7%,1.19,12.2,8.2%,23.26,2.062,2.64,Consumer Durables,Major Pharmaceuticals,3864.2%,2355.9%,2470.4%,3792.1%
QUIK,QuickLogic Corporation,1.94,-18.4%,N/A,N/A,N/A,-0.48,-0.086,0.37,Technology,Semiconductors,-21.6%,-11.5%,-34.4%,-6.0%
QDEL,Quidel Corporation,18.17,58.9%,1.50,14.6,6.8%,12.11,1.307,-0.96,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,58.4%,-37.9%,152.6%,62.7%
QNST,"QuinStreet, Inc.",6.22,179.9%,0.39,4.4,22.5%,15.84,1.732,-1.49,Miscellaneous,Business Services,141.8%,262.8%,164.5%,150.5%
DFZ,R.G. Barry Corporation,13.68,152.0%,0.89,8.9,11.2%,15.43,1.651,-1.08,Consumer Non-Durables,Shoe Manufacturing,255.7%,48.8%,100.1%,203.2%
RRD,R.R. Donnelley & Sons Company,9.09,4.4%,N/A,25.9,3.9%,-19.54,1.801,-37.55,Miscellaneous,Publishing,1.2%,1.9%,11.5%,3.1%
RADA,Rada Electronics Industries Limited,1.12,-16.3%,N/A,N/A,N/A,-4.39,-0.283,-1.55,Consumer Non-Durables,Electronic Components,-22.1%,-23.2%,-7.9%,-11.9%
RDCM,Radcom Ltd.,2.69,-39.1%,N/A,N/A,N/A,-6.41,-0.517,-1.25,Technology,Computer peripheral equipment,-49.8%,-39.8%,0.7%,-67.4%
ROIA,"Radio One, Inc.",0.74,22.9%,N/A,36.4,2.7%,-14.93,0.593,-20.86,Consumer Services,Broadcasting,88.9%,7.5%,33.6%,-38.3%
ROIAK,"Radio One, Inc.",0.74,22.9%,N/A,36.4,2.7%,-14.93,0.593,-20.86,Consumer Services,Broadcasting,88.9%,7.5%,33.6%,-38.3%
RSYS,RadiSys Corporation,2.87,44.2%,0.45,6.2,16.1%,6.41,0.933,-2.92,Technology,Computer peripheral equipment,2.5%,18.7%,113.1%,42.4%
RDNT,"RadNet, Inc.",2.51,6.0%,N/A,25.5,3.9%,-10.42,0.833,-18.75,Health Care,Medical Specialities,2.7%,6.2%,10.5%,4.7%
RDWR,Radware Ltd.,32.50,51.4%,2.55,28.1,3.6%,12.72,1.090,1.82,Miscellaneous,Business Services,93.4%,105.4%,40.4%,-33.8%
RMKR,"Rainmaker Systems, Inc.",0.70,-28.8%,N/A,N/A,N/A,-2.98,-0.258,-0.40,Consumer Services,Other Consumer Services,-31.5%,-13.2%,-12.9%,-57.6%
RMBS,"Rambus, Inc.",5.16,91.5%,0.45,4.4,22.9%,11.54,1.131,0.23,Technology,Semiconductors,52.7%,272.5%,-59.9%,100.9%
RLOG,"Rand Logistics, Inc.",6.25,0.9%,N/A,128.5,0.8%,-9.28,0.131,-10.60,Consumer Services,Marine Transportation,-1.2%,-0.9%,3.4%,2.4%
GOLD,Randgold Resources Limited,99.65,14.6%,2.72,28.7,3.5%,36.67,3.360,3.07,Basic Industries,Precious Metals,31.5%,3.3%,8.0%,15.6%
RPTP,Raptor Pharmaceutical Corp.,5.47,-3366.7%,N/A,N/A,N/A,-5.84,-0.617,0.34,Consumer Durables,Major Pharmaceuticals,-5628.1%,-3393.1%,-2586.2%,-1859.5%
RAVN,"Raven Industries, Inc.",25.59,59.6%,1.27,12.6,7.9%,20.08,2.117,-1.08,Capital Goods,Specialty Chemicals,57.5%,60.0%,62.3%,58.7%
ROLL,RBC Bearings Incorporated,47.81,26.3%,2.05,20.4,4.9%,23.34,2.356,-0.22,Capital Goods,Metal Fabrications,28.0%,28.2%,19.3%,29.7%
RCMT,"RCM Technologies, Inc.",6.63,72.5%,0.97,9.6,10.4%,6.85,0.569,1.16,Technology,Professional Services,84.4%,138.9%,176.2%,-109.6%
RDA,"RDA Microelectronics, Inc.",10.09,N/A,N/A,N/A,N/A,N/A,N/A,4.83,Technology,Semiconductors,1466.0%,225.7%,529.4%,N/A
RLOC,"ReachLocal, Inc.",10.74,N/A,N/A,N/A,N/A,N/A,N/A,0.04,Technology,Advertising,148.5%,198.3%,225.6%,N/A
RSOL,"Real Goods Solar, Inc.",0.90,-64.3%,N/A,N/A,N/A,-3.61,-0.260,-1.00,Capital Goods,Building Products,32.8%,-2.3%,-24.0%,-263.6%
RNWK,"RealNetworks, Inc.",7.47,-23.4%,N/A,N/A,N/A,-6.42,-0.865,2.23,Technology,EDP Services,-20.6%,-46.9%,-13.6%,-12.5%
RP,"RealPage, Inc.",20.37,N/A,N/A,N/A,N/A,N/A,N/A,-1.42,Technology,Computer Software: Prepackaged Software,27.8%,-12.1%,7.5%,N/A
RCON,"Recon Technology, Ltd.",1.41,-836.7%,N/A,N/A,N/A,-12.77,-1.029,-2.48,Energy,Oilfield Services/Equipment,-1012.0%,-227.3%,-1935.2%,-172.4%
RRGB,"Red Robin Gourmet Burgers, Inc.",33.64,3.6%,49.52,27.2,3.7%,0.68,1.915,-18.47,Consumer Services,Restaurants,3.2%,-0.4%,4.1%,7.3%
REDF,Rediff.com India Limited,2.71,-8.4%,N/A,N/A,N/A,-1.39,-0.320,1.81,Consumer Services,Newspapers/Magazines,-24.6%,-8.4%,-6.3%,5.5%
REED,"Reeds, Inc.",5.14,-44.6%,N/A,N/A,N/A,-2.76,-0.196,-0.80,Consumer Non-Durables,Beverages (Production/Distribution),-56.9%,-28.5%,-34.9%,-58.2%
REGN,"Regeneron Pharmaceuticals, Inc.",179.71,-35.2%,N/A,N/A,N/A,-22.40,-1.918,-3.22,Consumer Durables,Major Pharmaceuticals,-39.8%,15.9%,-50.8%,-66.0%
RGLS,Regulus Therapeutics Inc.,4.33,N/A,N/A,N/A,N/A,N/A,N/A,1.87,Consumer Durables,Major Pharmaceuticals,-369.0%,N/A,N/A,N/A
REIS,"Reis, Inc",12.58,N/A,N/A,N/A,N/A,N/A,N/A,-1.06,Miscellaneous,Business Services,813.1%,735.5%,660.4%,N/A
RELV,"Reliv&#39; International, Inc.",1.24,17.0%,0.53,5.7,17.6%,2.34,0.256,-0.22,Consumer Durables,Major Pharmaceuticals,8.0%,8.1%,28.1%,23.8%
MARK,"Remark Media, Inc.",1.78,-952.7%,N/A,N/A,N/A,-18.22,-1.828,0.06,Consumer Services,Telecommunications Equipment,-276.8%,-376.5%,-1040.9%,-2116.6%
EBOD,Renewable Energy Trade Board Corporation,3.65,-68.6%,N/A,N/A,N/A,-3.20,-0.186,-1.33,Technology,Computer Software: Prepackaged Software,-65.8%,-97.5%,-57.6%,-53.3%
RCII,Rent-A-Center Inc.,35.16,17.0%,1.51,12.6,8.0%,23.30,4.631,-23.01,Technology,Diversified Commercial Services,16.9%,15.4%,22.9%,12.9%
RENT,Rentrak Corporation,19.53,30.0%,2.60,27.0,3.7%,7.51,0.706,0.46,Consumer Services,Movies/Entertainment,39.6%,12.4%,13.1%,54.9%
RGEN,Repligen Corporation,6.38,180.2%,0.56,5.4,18.4%,11.31,1.078,0.53,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),17.1%,-51.6%,82.7%,672.5%
RPRX,Repros Therapeutics Inc.,13.78,-14422.4%,N/A,N/A,N/A,-10.18,-1.036,0.19,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),-8967.8%,-4864.9%,-21658.0%,-22198.8%
RJET,"Republic Airways Holdings, Inc.",5.74,-3.2%,N/A,N/A,N/A,-94.99,-2.295,-72.04,Transportation,Air Freight/Delivery Services,-9.0%,-3.8%,-1.3%,1.2%
REFR,Research Frontiers Incorporated,3.60,-199.1%,N/A,N/A,N/A,-1.37,-0.152,0.15,Miscellaneous,Multi-Sector Companies,-205.6%,-198.0%,-232.2%,-160.6%
RIMM,Research in Motion Limited,14.04,157.5%,0.10,1.2,80.7%,137.99,14.148,-3.49,Public Utilities,Telecommunications Equipment,75.1%,165.9%,165.1%,224.0%
REXI,"Resource America, Inc.",6.88,N/A,N/A,N/A,N/A,N/A,N/A,-1.47,Finance,Finance/Investors Services,N/A,N/A,N/A,N/A
RECN,"Resources Connection, Inc.",11.85,81.0%,0.87,8.6,11.7%,13.57,1.204,1.53,Miscellaneous,Business Services,94.3%,74.2%,18.9%,136.6%
RGDX,"Response Genetics, Inc.",1.36,-196.9%,N/A,N/A,N/A,-2.51,-0.237,-0.14,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,-158.4%,-199.2%,-272.3%,-157.9%
MKTG,"Responsys, Inc.",5.70,N/A,N/A,N/A,N/A,N/A,N/A,1.49,Technology,Computer Software: Prepackaged Software,89.0%,108.4%,84.9%,N/A
ROIC,Retail Opportunity Investments Corp.,12.86,N/A,N/A,N/A,N/A,N/A,N/A,-3.94,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
RTLX,Retalix Ltd.,29.63,60.8%,0.56,4.7,21.1%,52.79,4.403,8.76,Technology,Computer Software: Prepackaged Software,40.3%,87.1%,114.7%,0.9%
RVLT,"Revolution Lighting Technologies, Inc.",0.67,-117.3%,N/A,N/A,N/A,-1.12,-0.110,-0.02,Basic Industries,Telecommunications Equipment,-116.2%,-121.9%,-128.4%,-102.6%
REXX,Rex Energy Corporation,11.94,-1.0%,N/A,N/A,N/A,-6.57,-0.114,-5.43,Energy,Oil & Gas Production,7.5%,-3.9%,-6.9%,-0.7%
RFIL,"RF Industries, Ltd.",4.34,73.0%,0.79,7.8,12.8%,5.52,0.534,0.18,Capital Goods,Electrical Products,7.0%,110.9%,73.1%,101.1%
RFMD,"RF Micro Devices, Inc.",4.64,N/A,N/A,N/A,N/A,N/A,N/A,0.03,Technology,Semiconductors,8.5%,18.8%,N/A,-2.0%
RGCO,RGC Resources Inc.,18.20,0.6%,N/A,N/A,N/A,N/A,N/A,N/A,Public Utilities,Oil & Gas Production,0.2%,-2.0%,11.2%,-7.2%
RELL,"Richardson Electronics, Ltd.",11.26,-40.7%,13.15,N/A,N/A,0.86,-0.855,9.41,Consumer Non-Durables,Electronic Components,-195.4%,-5.7%,29.6%,8.9%
RICK,"Rick&#39;s Cabaret International, Inc.",7.89,26.7%,0.48,6.2,16.0%,16.44,2.278,-6.34,Consumer Services,Restaurants,23.1%,14.7%,11.3%,57.6%
RIGL,"Rigel Pharmaceuticals, Inc.",6.52,-314.5%,N/A,N/A,N/A,-5.75,-0.835,2.61,Consumer Durables,Major Pharmaceuticals,-340.3%,245.0%,-550.7%,-611.9%
RNET,"RigNet, Inc.",19.90,N/A,N/A,N/A,N/A,N/A,N/A,-0.28,Consumer Services,Telecommunications Equipment,20.9%,36.0%,51.4%,N/A
RIMG,Rimage Corporation,6.78,107.3%,0.29,1.6,62.0%,23.27,1.966,3.61,Technology,Computer peripheral equipment,40.3%,88.2%,127.7%,172.8%
RITT,RIT Technologies Ltd.,4.05,-127.0%,N/A,N/A,N/A,-7.41,-0.669,-0.72,Consumer Durables,Telecommunications Equipment,-149.1%,-107.8%,-193.2%,-57.7%
RVBD,"Riverbed Technology, Inc.",17.76,318.1%,1.08,10.8,9.2%,16.48,1.550,0.98,Technology,Computer Communications Equipment,413.7%,355.6%,266.4%,236.8%
ROCM,Rochester Medical Corporation,9.73,0.5%,N/A,N/A,N/A,N/A,N/A,N/A,Health Care,Medical/Dental Instruments,2.2%,-0.6%,-1.1%,1.6%
RMTI,"Rockwell Medical, Inc.",7.59,-57.3%,N/A,N/A,N/A,-2.28,-0.246,0.18,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,-130.9%,15.1%,-30.1%,-83.5%
RCKY,"Rocky Brands, Inc.",12.74,22.8%,1.08,10.5,9.5%,11.84,1.901,-7.16,Consumer Non-Durables,Shoe Manufacturing,5.7%,17.0%,48.9%,19.6%
RMCF,"Rocky Mountain Chocolate Factory, Inc.",10.65,38.4%,0.96,9.6,10.4%,11.11,1.133,-0.22,Consumer Non-Durables,Specialty Foods,43.6%,32.7%,46.2%,31.2%
RSTI,"Rofin-Sinar Technologies, Inc.",20.16,36.8%,1.06,10.5,9.5%,19.06,2.110,-2.05,Energy,Industrial Machinery/Components,18.1%,52.8%,32.8%,43.4%
ROSG,Rosetta Genomics Ltd.,4.31,-560.9%,N/A,N/A,N/A,-14.37,-1.421,-0.17,Consumer Durables,Major Pharmaceuticals,-414.5%,-589.4%,-550.4%,-689.3%
ROSE,Rosetta Resources Inc.,42.63,1.0%,N/A,104.8,1.0%,-2.57,0.477,-7.34,Energy,Oil & Gas Production,5.6%,-0.0%,-8.2%,6.7%
ROST,"Ross Stores, Inc.",53.20,44.2%,1.17,11.6,8.6%,45.32,5.044,-5.12,Consumer Services,Clothing/Shoe/Accessory Stores,46.5%,41.1%,52.7%,36.7%
ROVI,Rovi Corporation,15.61,176.6%,1.08,10.5,9.5%,14.50,2.256,-8.06,Consumer Services,Newspapers/Magazines,221.7%,169.7%,192.2%,122.8%
RGLD,"Royal Gold, Inc.",80.84,2.5%,12.72,98.2,1.0%,6.36,0.844,-2.08,Basic Industries,Precious Metals,1.5%,1.7%,1.8%,5.1%
ROYL,"Royale Energy, Inc.",3.07,-11.7%,N/A,N/A,N/A,-4.77,-0.388,-0.89,Energy,Oil & Gas Production,-10.0%,-2.2%,-15.4%,-19.4%
RPXC,RPX Corporation,8.72,N/A,N/A,N/A,N/A,N/A,N/A,1.87,Miscellaneous,Multi-Sector Companies,18750.0%,194494.5%,25496.3%,N/A
RRST,RRSat Global Communications Network Ltd.,6.60,38.8%,0.37,3.8,26.5%,17.65,1.776,-0.11,Consumer Services,Telecommunications Equipment,17.3%,14.1%,39.6%,84.2%
RTIX,"RTI Biologics, Inc.",4.26,8.9%,3.65,32.6,3.1%,1.17,0.137,-0.20,Health Care,Industrial Specialties,29.0%,27.7%,-12.3%,-8.8%
RBCN,"Rubicon Technology, Inc.",6.41,8.9%,0.90,8.8,11.3%,7.13,0.610,1.03,Technology,Semiconductors,28.5%,29.1%,-15.9%,-6.1%
RTEC,"Rudolph Technologies, Inc.",12.28,32.3%,1.91,25.2,4.0%,6.43,0.385,2.58,Capital Goods,Industrial Machinery/Components,102.3%,49.7%,-48.1%,25.4%
RUE,"rue21, inc.",28.41,52.2%,0.67,7.1,14.2%,42.55,4.796,-5.42,Consumer Services,Clothing/Shoe/Accessory Stores,48.7%,52.8%,55.2%,52.0%
RUTH,"Ruth&#39;s Hospitality Group, Inc.",7.35,5.7%,N/A,34.0,2.9%,-0.56,0.329,-3.85,Consumer Services,Restaurants,10.8%,13.4%,3.6%,-4.9%
RYAAY,Ryanair Holdings plc,35.24,6.2%,2.14,15.7,6.4%,16.43,3.292,-16.49,Transportation,Air Freight/Delivery Services,8.1%,6.2%,11.1%,-0.4%
SANW,S&W Seed Company,7.17,N/A,N/A,N/A,N/A,N/A,N/A,0.80,Consumer Non-Durables,Farming/Seeds/Milling,-1.7%,-191.2%,-121.8%,N/A
SABA,"Saba Software, Inc.",7.94,40.7%,4.82,30.1,3.3%,1.65,0.313,-1.48,Technology,Computer Software: Prepackaged Software,12.7%,50.9%,67.8%,31.3%
SBRA,"Sabra Healthcare REIT, Inc.",21.27,N/A,N/A,N/A,N/A,N/A,N/A,-10.11,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
SGNT,"Sagent Pharmaceuticals, Inc.",15.51,N/A,N/A,N/A,N/A,N/A,N/A,1.32,Consumer Durables,Major Pharmaceuticals,-1308.0%,-2273.6%,N/A,N/A
SAIA,"Saia, Inc.",22.01,-2.8%,N/A,N/A,N/A,-28.78,-1.159,-17.19,Transportation,Trucking Freight/Courier Services,0.6%,-6.2%,-8.8%,3.3%
SALM,Salem Communications Corporation,5.04,2.7%,N/A,75.1,1.3%,-12.05,0.263,-14.67,Consumer Services,Broadcasting,6.2%,1.1%,5.5%,-2.0%
SLXP,"Salix Pharmaceuticals, Ltd.",41.72,20.8%,N/A,341.0,0.3%,-6.54,0.146,-8.00,Consumer Durables,Major Pharmaceuticals,542.2%,156.4%,-430.1%,-185.2%
SAFM,"Sanderson Farms, Inc.",49.74,-5.2%,N/A,N/A,N/A,-40.04,-2.130,-18.74,Consumer Non-Durables,Meat/Poultry/Fish,-40.7%,23.9%,18.8%,-22.8%
SNDK,SanDisk Corporation,42.67,100.9%,0.94,9.4,10.7%,45.52,4.661,-1.10,Technology,Electronic Components,155.8%,171.3%,56.6%,20.2%
SGMO,"Sangamo BioSciences, Inc.",5.98,-469.0%,N/A,N/A,N/A,-2.38,-0.383,1.45,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),-700.0%,-792.7%,-97.4%,-286.1%
SANM,Sanmina Corporation,10.31,-3.8%,N/A,N/A,N/A,-31.59,-0.965,-21.95,Technology,Electrical Products,-5.9%,3.2%,-13.2%,0.8%
SNTS,"Santarus, Inc.",10.40,107.5%,22.40,191.0,0.5%,0.46,0.055,-0.08,Consumer Durables,Major Pharmaceuticals,245.5%,-932.7%,1346.3%,-229.0%
SPNS,Sapiens International Corporation N.V.,3.97,53.5%,1.61,15.0,6.7%,2.47,0.300,-0.53,Technology,Computer Software: Prepackaged Software,32.8%,60.7%,71.9%,48.4%
SAPE,Sapient Corporation,10.20,86.7%,1.04,10.4,9.6%,9.78,0.987,-0.09,Technology,EDP Services,135.1%,108.0%,-17.3%,121.2%
SRPT,"Sarepta Therapeutics, Inc.",25.26,-96.5%,N/A,N/A,N/A,-6.94,-0.759,0.65,Consumer Durables,Major Pharmaceuticals,-149.0%,-102.2%,-58.6%,-76.2%
SVNT,Savient Pharmaceuticals Inc,1.30,-1469.9%,N/A,N/A,N/A,-10.39,-0.990,-0.49,Consumer Durables,Specialty Chemicals,-3197.4%,-1236.6%,-724.4%,-721.1%
SBAC,SBA Communications Corporation,69.62,-0.7%,N/A,N/A,N/A,-29.41,-0.149,-27.93,Consumer Services,Telecommunications Equipment,-0.3%,-1.6%,-0.2%,-0.5%
SCSC,"ScanSource, Inc.",29.46,95.5%,3.50,17.7,5.6%,8.41,2.723,-18.82,Technology,Retail: Computer Software & Peripheral Equipment,132.7%,81.2%,-115.7%,283.7%
SCGQ,SCG Financial Acquisition Corp,9.89,N/A,N/A,N/A,N/A,N/A,N/A,-0.19,Finance,Business Services,N/A,N/A,N/A,N/A
SMIT,"Schmitt Industries, Inc.",3.00,-24.4%,N/A,N/A,N/A,-2.35,-0.277,0.41,Capital Goods,Industrial Machinery/Components,-4.4%,-28.6%,-23.4%,-41.2%
SCHN,"Schnitzer Steel Industries, Inc.",29.77,14.9%,0.73,8.2,12.1%,40.68,6.216,-21.48,Consumer Durables,Industrial Specialties,15.2%,12.7%,6.0%,25.6%
SCHL,Scholastic Corporation,28.82,27.1%,0.62,7.3,13.7%,46.82,6.720,-20.37,Consumer Services,Books,30.3%,26.8%,35.0%,16.5%
SCHS,"School Specialty, Inc.",1.00,22.4%,2.26,10.3,9.7%,0.44,2.104,-20.60,Consumer Services,Office Equipment/Supplies/Services,0.6%,-17.2%,63.2%,43.1%
SCLN,"SciClone Pharmaceuticals, Inc.",4.44,510.3%,1.49,15.4,6.5%,2.99,0.268,0.30,Consumer Durables,Major Pharmaceuticals,1288.4%,997.8%,-1.1%,-243.9%
SGMS,Scientific Games Corp,8.35,17.8%,N/A,16.5,6.1%,-2.44,1.653,-18.97,Technology,EDP Services,14.1%,31.8%,13.0%,12.4%
SQI,"SciQuest, Inc.",14.53,N/A,N/A,N/A,N/A,N/A,N/A,-0.39,Technology,Computer Software: Prepackaged Software,345.6%,153.1%,101.8%,N/A
SEAC,"SeaChange International, Inc.",9.64,7.1%,4.46,45.4,2.2%,2.16,0.211,0.05,Technology,Radio And Television Broadcasting And Communications Equipment,5.8%,3.6%,-0.1%,19.0%
STX,Seagate Technology.,27.65,18.4%,1.01,10.1,9.9%,27.39,3.905,-11.65,Technology,Electronic Components,34.5%,9.5%,20.2%,9.4%
SHIP,Seanergy Maritime Holdings Corp,1.27,N/A,N/A,N/A,N/A,N/A,N/A,-26.95,Transportation,Marine Transportation,-6.0%,-3.4%,2.2%,N/A
SHLD,Sears Holdings Corporation,42.26,-1.2%,N/A,N/A,N/A,-165.32,-1.230,-153.03,Consumer Services,Department/Specialty Retail Stores,-0.3%,-8.7%,4.9%,-0.5%
SGEN,"Seattle Genetics, Inc.",23.49,-226.0%,N/A,N/A,N/A,-7.40,-0.844,1.04,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),-376.4%,12.4%,-246.6%,-293.4%
SEIC,SEI Investments Company,22.19,121.8%,0.96,9.6,10.4%,23.11,2.198,1.13,Finance,Investment Bankers/Brokers/Service,110.0%,110.3%,139.9%,127.1%
SCSS,Select Comfort Corporation,24.48,30.8%,2.52,25.3,4.0%,9.72,0.967,0.05,Consumer Durables,Home Furnishings,66.4%,49.1%,17.6%,-9.8%
SLTC,"Selectica, Inc.",5.46,-59.2%,N/A,N/A,N/A,-7.12,-0.750,0.38,Technology,Computer Software: Prepackaged Software,-66.3%,24.7%,-119.0%,-76.2%
LEDS,SemiLEDS Corporation,0.98,N/A,N/A,N/A,N/A,N/A,N/A,2.30,Technology,Semiconductors,-12.7%,14.6%,N/A,N/A
SMTC,Semtech Corporation,28.02,84.8%,1.21,12.5,8.0%,23.11,1.987,3.23,Technology,Semiconductors,68.3%,82.4%,106.1%,82.6%
SNMX,"Senomyx, Inc.",1.74,-34.3%,N/A,N/A,N/A,-2.12,-0.249,0.38,Health Care,Biotechnology: Commercial Physical & Biological Resarch,-62.5%,73.1%,-45.9%,-101.8%
SQNM,"Sequenom, Inc.",4.81,-142.8%,N/A,N/A,N/A,-6.52,-0.687,0.35,Capital Goods,Industrial Machinery/Components,-135.5%,-123.0%,-166.7%,-146.1%
SREV,"ServiceSource International, Inc.",5.78,N/A,N/A,N/A,N/A,N/A,N/A,0.89,Miscellaneous,Business Services,-101.7%,102.8%,N/A,N/A
SEV,"Sevcon, Inc.",3.44,-8.3%,N/A,N/A,N/A,N/A,N/A,-4.09,Energy,Industrial Machinery/Components,-20.2%,0.6%,-18.3%,5.0%
SGOC,"SGOCO Group, Ltd",1.00,N/A,N/A,N/A,N/A,N/A,N/A,-0.62,Technology,Radio And Television Broadcasting And Communications Equipment,-259.8%,N/A,N/A,N/A
GAME,Shanda Games Limited,3.03,564.0%,0.05,0.6,159.3%,56.80,5.737,-0.57,Miscellaneous,Business Services,433.7%,594.9%,860.7%,366.5%
SMED,Sharps Compliance Corp,2.42,112.6%,0.36,2.7,37.7%,6.75,0.589,0.86,Basic Industries,Environmental Services,0.6%,-31.0%,313.3%,167.4%
SHEN,Shenandoah Telecommunications Co,14.21,13.1%,0.75,8.4,11.8%,18.89,3.003,-11.14,Public Utilities,Telecommunications Equipment,8.6%,13.2%,18.1%,12.5%
VALV,"Shengkai Innovations, Inc.",0.77,281.9%,0.01,-0.3,-361.2%,103.74,10.020,3.54,Capital Goods,Metal Fabrications,1.9%,71.3%,422.6%,631.9%
