Symbol,Name,Price,"Assets
Suspect?","Rev.
Suspect?","PPE
Suspect?","ROE
Low?","No
Dopeler
Book
Value?","Dopeler
ROE
(Ave.)","Dopeler
ROE
(Lowball)","Dopeler
P/B","Dopeler
PE","Dopeler
Yield","Dopeler
Book
Value","Dopeler
EPS","Net
Liquidity/Share",Sector,Industry,"Assets
(billions,
SmartMoney)","Assets
(billions,
Yahoo)","Assets
Ratio
(dB)","Revenue
(billions,
SmartMoney)","Revenue
(billions,
Yahoo)","Revenue
Ratio
(dB)","PPE
Growth
(dB)","PPE
Growth
Std.
Dev
(dB)","Dopeler
ROE
(rel.
std.
dev.)","Dopeler
ROE (Y1)","Dopeler
ROE (Y2)","Dopeler
ROE (Y3)","Dopeler
ROE (Y4)"
ASYS,"Amtech Systems, Inc.",3.93,True,False,False,True,False,0.663,-0.905,0.23,2.0,0.495,16.79,1.612,0.67,Technology,Industrial Machinery/Components,0.129022,None,N/A,0.081539,0.081539,0.000,0.558,0.417,1.793,-0.905,1.759,1.381,0.415
STRA,"Strayer Education, Inc.",57.27,False,False,False,False,False,1.463,1.255,0.24,2.7,0.372,242.91,25.400,-11.09,Consumer Services,Other Consumer Services,0.231133,0.231133,0.000,0.627434,0.627434,0.000,0.853,0.384,0.207,1.074,1.634,1.761,1.381
EJ,E-House (China) Holdings Limited,4.87,False,False,False,False,False,4.538,3.476,0.24,1.8,0.542,20.28,1.890,1.38,Finance,Real Estate,1.143669,1.143698,0.000,0.395442,0.401625,0.067,1.635,0.346,1.062,-0.714,1.610,8.836,8.420
TRLG,"True Religion Apparel, Inc.",23.73,False,False,True,False,False,2.736,2.103,0.24,2.0,0.511,98.54,9.301,5.53,Consumer Non-Durables,Apparel,0.360153,0.360153,0.000,0.419798,0.419798,0.000,1.979,1.275,0.633,1.316,1.711,2.749,5.169
NICE,NICE-Systems Limited,37.32,True,True,False,False,False,1.448,1.345,0.24,2.8,0.363,154.05,16.118,-7.13,Technology,Computer Manufacturing,6.048545,1.581836,5.825,2.840475,0.793831,5.537,0.259,0.498,0.104,1.573,1.572,1.269,1.380
TCCO,Technical Communications Corporation,5.01,False,False,False,True,False,0.782,-0.664,0.24,1.0,0.998,20.64,1.737,3.27,Technology,Radio And Television Broadcasting And Communications Equipment,0.012839,0.01284,0.000,0.008117,0.008117,0.000,0.271,0.052,2.309,-0.664,0.007,3.413,0.373
RSH,Radioshack Corporation,3.18,False,False,False,False,False,0.196,0.136,0.24,5.4,0.186,13.06,2.140,-8.34,Consumer Services,Consumer Electronics/Video Chains,2.1751,2.1751,0.000,4.378,4.378,0.000,-0.026,0.056,0.278,0.136,0.163,0.237,0.246
HNR,Harvest Natural Resources Inc,9.22,False,True,True,True,False,2.150,-0.531,0.25,2.5,0.401,37.40,3.754,-0.14,Energy,Oil & Gas Production,0.513047,0.513047,0.000,0.0,None,N/A,2.927,4.175,2.680,-0.499,-0.189,-1.467,10.754
ARO,Aeropostale Inc,13.5,False,False,False,False,False,0.724,0.223,0.25,2.7,0.376,54.43,5.573,-1.30,Consumer Services,Clothing/Shoe/Accessory Stores,0.735233,0.735233,0.000,2.34226,2.34226,0.000,0.624,0.242,0.501,0.215,0.816,1.076,0.790
UPL,Ultra Petroleum Corp.,18.01,False,False,False,True,False,0.208,0.021,0.25,4.1,0.244,72.33,9.218,-19.84,Energy,Oil & Gas Production,4.869705,4.869705,0.000,1.101796,1.101796,0.000,1.372,0.362,0.898,0.147,0.199,0.021,0.465
BBG,Bill Barrett Corporation,16.4,False,False,False,True,False,0.111,0.063,0.25,4.7,0.211,65.41,9.313,-27.71,Energy,Oil & Gas Production,2.68793,2.68793,0.000,0.685702,0.785624,0.591,0.925,0.372,0.429,0.063,0.086,0.124,0.172
ARC,"ARC Document Solutions, Inc.",2.52,False,False,False,True,False,0.298,0.053,0.26,5.4,0.186,9.84,1.587,-6.02,Consumer Services,Professional Services,0.441357,0.441357,0.000,0.422732,0.422732,0.000,0.121,0.422,0.716,0.269,0.053,0.295,0.573
SCHS,"School Specialty, Inc.",0.114,False,False,False,True,False,0.224,-0.172,0.26,9.8,0.102,0.44,2.104,-20.60,Consumer Services,Office Equipment/Supplies/Services,0.463521,0.463521,0.000,0.731991,0.731991,0.000,0.020,0.213,1.658,0.006,-0.172,0.632,0.431
EGY,Vaalco Energy Inc,8.55,False,False,False,False,False,0.788,0.320,0.26,2.2,0.454,32.88,3.121,1.67,Energy,Oil & Gas Production,0.275015,0.275015,0.000,0.210436,0.210436,0.000,0.828,0.402,0.727,0.833,0.418,0.320,1.579
VIA,Viacom Inc.,62.3,True,False,False,False,False,0.980,0.628,0.26,6.5,0.153,238.24,50.771,-269.48,Consumer Services,Television Services,22.25,None,N/A,13.887,13.887,0.000,0.039,0.113,0.401,1.293,1.347,0.654,0.628
EXE,"Crexendo, Inc.",2.56,False,False,False,True,False,1.064,0.020,0.26,3.3,0.306,9.75,1.067,-0.92,Technology,EDP Services,0.033792,0.03306,0.095,0.048024,0.048024,0.000,1.063,0.352,1.386,0.292,0.020,0.709,3.234
ALN,American Lorain Corporation,1.34,False,False,False,True,False,0.215,-0.236,0.27,3.8,0.264,5.02,0.593,-0.91,Consumer Non-Durables,Packaged Foods,0.218698,0.218698,0.000,0.213222,0.213222,0.000,1.250,0.892,1.956,-0.041,0.491,-0.236,0.646
VSEC,VSE Corporation,23.25,False,False,False,False,False,0.886,0.616,0.27,5.7,0.176,85.57,14.430,-58.72,Consumer Services,Military/Government/Technical,0.454512,0.454512,0.000,0.618592,0.618592,0.000,1.282,0.438,0.333,0.616,0.664,1.034,1.229
GDOT,Green Dot Corporation,13.6,True,False,False,False,False,3.060,2.724,0.27,2.7,0.366,49.79,4.980,-0.00,Finance,Finance: Consumer Services,0.739557,0.425859,2.397,0.546285,0.467398,0.677,1.235,0.944,0.336,1.887,2.768,4.360,3.224
TTMI,"TTM Technologies, Inc.",7.94,False,False,True,False,False,0.310,0.134,0.27,4.2,0.235,29.05,3.670,-7.65,Technology,Electrical Products,1.749069,1.749069,0.000,1.428639,1.428639,0.000,1.717,3.203,0.828,0.134,0.686,0.258,0.161
DECK,Deckers Outdoor Corporation,39.92,False,False,False,False,False,3.736,3.261,0.28,2.8,0.354,144.45,14.562,-1.17,Consumer Non-Durables,Shoe Manufacturing,1.146196,1.146196,0.000,1.377158,1.377283,0.000,1.975,0.862,0.475,1.298,3.771,5.493,4.381
WCRX,Warner Chilcott plc,14.05,False,False,True,False,False,4.857,4.670,0.29,4.8,0.210,48.70,6.604,-17.35,Consumer Durables,Major Pharmaceuticals,5.030029,5.030029,0.000,2.728106,2.728106,0.000,1.603,1.632,0.187,4.171,4.879,6.134,4.245
LHCG,LHC Group,21.76,False,False,False,False,False,2.561,1.719,0.29,3.5,0.288,75.17,8.188,-6.71,Health Care,Medical/Nursing Services,0.396376,0.396376,0.000,0.633872,0.633872,0.000,1.106,0.310,0.842,-0.227,2.749,2.686,5.036
ATV,"Acorn International, Inc.",2.64,False,False,False,True,False,0.481,-0.079,0.29,0.3,3.853,9.04,0.658,2.47,Consumer Services,Other Specialty Stores,0.245942,0.245676,0.005,0.362003,0.362058,0.001,0.964,0.665,1.018,0.404,-0.079,1.113,0.485
GFI,Gold Fields Limited,12.11,True,True,False,True,False,0.056,0.009,0.29,6.4,0.156,41.42,8.150,-40.08,Basic Industries,Precious Metals,84.282,10.0774,9.224,41.8768,5.8001,8.585,0.632,0.234,0.892,0.124,0.009,0.029,0.065
AEY,"ADDvantage Technologies Group, Inc.",2.1,False,False,True,False,False,0.603,0.332,0.30,2.9,0.350,7.12,0.702,0.10,Consumer Services,Office Equipment/Supplies/Services,0.042032,0.042033,0.000,0.035216,0.035216,0.000,0.107,1.660,0.571,0.386,0.332,1.089,0.607
PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",62.77,True,True,True,False,False,0.933,0.340,0.30,3.3,0.300,212.00,22.368,-11.67,Transportation,Aerospace,29.391845,2.106135,11.447,4.938734,0.353895,11.447,-1.129,4.271,1.176,2.578,0.414,0.400,0.340
RIMG,Rimage Corporation,6.99,True,False,False,False,False,1.073,0.547,0.30,1.7,0.582,23.27,1.966,3.61,Technology,Computer peripheral equipment,0.166249,None,N/A,0.083634,0.083634,0.000,0.726,0.655,0.526,0.403,0.882,1.277,1.728
SVA,"Sinovac Biotech, Ltd.",3.23,False,False,True,True,False,0.588,-0.598,0.31,2.6,0.384,10.54,0.989,0.65,Consumer Durables,Major Pharmaceuticals,0.215908,0.215908,0.000,0.056841,0.056842,0.000,1.634,1.574,2.044,0.152,-0.598,2.243,0.555
NEWN,New Energy Systems Group.,0.42,False,False,True,False,False,5.387,4.063,0.31,3.9,0.257,1.35,0.152,-0.17,Energy,Industrial Machinery/Components,0.080241,0.080242,0.000,0.051513,0.051514,0.000,-1.393,3.950,1.325,1.309,15.989,3.254,0.997
SYSW,SYSWIN Inc.,2.0,False,False,True,False,False,2.397,1.120,0.31,2.0,0.496,6.39,0.550,0.89,Finance,Real Estate,0.162159,0.162161,0.000,0.092225,0.094474,0.105,2.085,5.286,1.277,-0.891,1.249,2.862,6.367
CSUN,"China Sunergy Co., Ltd.",1.62,False,False,True,True,False,0.200,-0.956,0.31,9.1,0.110,5.17,3.913,-33.96,Technology,Semiconductors,0.809901,0.809909,0.000,0.566206,0.566292,0.001,1.406,1.182,4.820,-0.956,0.212,0.143,1.399
NOAH,Noah Holdings Ltd.,6.21,True,False,True,False,False,15.469,14.912,0.31,2.2,0.461,19.73,1.727,2.46,Finance,Investment Managers,0.18094,None,N/A,0.072152,0.072163,0.001,3.485,2.250,0.557,13.146,28.095,8.776,11.860
GA,Giant Interactive Group Inc,6.12,False,False,True,False,False,4.962,4.511,0.32,3.0,0.335,19.19,1.863,0.56,Miscellaneous,Business Services,0.564219,0.564225,0.000,0.277972,0.28475,0.105,1.600,1.395,0.451,5.100,3.771,2.937,8.040
HWAY,"Healthways, Inc.",10.67,False,False,False,False,False,0.482,0.221,0.32,5.1,0.195,33.25,4.628,-13.04,Health Care,Hospital/Nursing Management,0.708905,0.708905,0.000,0.688765,0.688765,0.000,0.917,0.598,0.650,0.221,0.300,0.486,0.923
SCMR,"Sycamore Networks, Inc.",2.22,False,False,False,True,False,-0.196,-0.256,0.32,N/A,N/A,6.87,-0.532,12.18,Public Utilities,Telecommunications Equipment,0.461934,0.461934,0.000,0.057285,0.057285,0.000,-0.200,0.287,0.301,-0.136,-0.256,-0.155,-0.236
NTES,"NetEase, Inc.",47.13,False,False,False,False,False,4.089,3.898,0.32,2.0,0.506,145.22,12.227,22.94,Miscellaneous,Business Services,2.45389,2.453913,0.000,1.13078,1.15835,0.105,1.377,0.428,0.191,3.982,3.327,3.866,5.180
TEVA,Teva Pharmaceutical Industries Limited,37.75,True,True,False,False,False,0.632,0.550,0.33,6.7,0.150,115.72,23.335,-117.63,Consumer Durables,Major Pharmaceuticals,191.730473,50.142,5.825,65.523753,18.312,5.537,0.819,0.527,0.112,0.550,0.665,0.602,0.712
DIT,AMCON Distributing Company,72.5,False,False,False,False,False,0.590,0.372,0.33,5.3,0.190,219.81,31.106,-91.25,Consumer Non-Durables,Food Distributors,0.105809,0.10581,0.000,1.174167,1.174168,0.000,0.277,0.157,0.338,0.372,0.692,0.483,0.814
LTON,Linktone Ltd.,2.67,False,False,True,False,False,0.671,0.169,0.33,-0.5,-1.837,8.09,0.514,2.95,Technology,Telecommunications Equipment,0.190402,0.190196,0.005,0.059189,0.059085,0.008,1.039,3.099,0.642,0.169,0.485,0.886,1.144
DV,DeVry Inc.,25.62,False,False,False,False,False,0.549,0.309,0.33,3.7,0.271,77.25,8.190,-4.65,Consumer Services,Other Consumer Services,1.838616,1.838616,0.000,2.089781,2.089781,0.000,0.582,0.069,0.349,0.309,0.692,0.715,0.480
HNRG,Hallador Energy Company,8.0,False,False,False,False,False,0.352,0.235,0.33,3.7,0.272,24.05,2.540,-1.34,Energy,Coal Mining,0.236661,0.232428,0.078,0.137998,0.140303,0.072,1.251,0.570,0.300,0.365,0.319,0.488,0.235
KFRC,"Kforce, Inc.",13.82,False,False,True,False,False,1.800,1.206,0.33,4.0,0.248,41.41,4.630,-4.88,Technology,Professional Services,0.409672,0.409672,0.000,1.110919,1.110919,0.000,1.345,1.679,0.594,0.789,1.471,1.634,3.305
COVR,Cover-All Technologies Inc.,1.37,False,False,True,False,False,5.989,5.324,0.34,3.4,0.294,4.05,0.406,-0.01,Technology,Computer Software: Prepackaged Software,0.020458,0.020458,0.000,0.017595,0.017596,0.000,1.438,1.108,0.666,3.370,9.775,1.815,8.997
CMTL,Comtech Telecommunications Corp.,26.43,False,False,False,False,False,1.138,0.748,0.34,3.0,0.335,77.99,7.353,4.46,Technology,Radio And Television Broadcasting And Communications Equipment,0.719778,0.719778,0.000,0.42507,0.42507,0.000,0.341,0.290,0.390,0.509,1.192,1.543,1.306
FSYS,"Fuel Systems Solutions, Inc.",14.71,False,False,False,False,False,0.826,0.205,0.34,3.6,0.280,43.03,4.406,-1.03,Capital Goods,Auto Parts:O.E.M.,0.450002,0.450002,0.000,0.418134,0.418134,0.000,0.910,0.565,0.621,0.079,1.120,1.198,0.908
BBY,"Best Buy Co., Inc.",16.11,False,False,False,False,False,0.313,0.155,0.34,6.0,0.167,46.76,7.628,-29.52,Consumer Services,Consumer Electronics/Video Chains,16.005,16.005,0.000,50.705,50.705,0.000,0.419,0.341,0.349,0.406,0.155,0.333,0.355
DGIT,"Digital Generation, Inc.",9.8,False,False,False,False,False,0.966,0.855,0.35,5.9,0.169,28.19,4.500,-16.81,Miscellaneous,Business Services,1.057044,1.057044,0.000,0.324257,0.324257,0.000,0.983,0.282,0.157,0.945,1.186,0.855,0.877
DAIO,Data I/O Corporation,1.7601,False,False,False,False,False,0.331,0.225,0.35,0.2,4.389,5.05,0.337,1.68,Capital Goods,Electrical Products,0.031345,0.031345,0.000,0.026666,0.026666,0.000,-0.158,0.228,0.325,0.253,0.437,0.225,0.410
DRIV,"Digital River, Inc.",14.98,False,False,False,False,False,0.972,0.351,0.35,3.3,0.301,42.57,4.134,1.23,Technology,Retail: Computer Software & Peripheral Equipment,1.310776,1.310776,0.000,0.39814,0.39814,0.000,0.775,0.411,0.620,0.564,0.346,1.484,1.492
ISNS,"Image Sensing Systems, Inc.",5.1701,False,False,False,True,False,1.689,0.051,0.35,3.3,0.302,14.66,1.418,0.48,Capital Goods,Industrial Machinery/Components,0.041254,0.041254,0.000,0.030521,0.030521,0.000,1.057,0.191,1.638,-1.432,0.255,3.340,4.592
SVM,Silvercorp Metals Inc,4.38,False,False,False,False,False,0.547,0.434,0.36,3.3,0.303,12.21,1.168,0.53,Basic Industries,Precious Metals,0.575117,0.513515,0.492,0.236361,0.167327,1.500,1.666,0.985,0.162,0.546,0.650,0.434,0.560
IEP,Icahn Enterprises L.P.,62.39,False,False,True,True,False,0.385,-0.085,0.36,4.0,0.251,172.42,18.299,-10.57,Capital Goods,Auto Parts:O.E.M.,25.136,25.136,0.000,11.92,9.898,0.807,2.259,3.348,1.701,0.333,-0.085,-0.035,1.326
CXDC,China XD Plastics Company Limited,4.3699,False,False,False,True,False,0.519,-0.947,0.36,4.0,0.247,12.06,1.290,-0.84,Capital Goods,Containers/Packaging,0.360594,0.360595,0.000,0.381624,0.381625,0.000,2.898,0.984,2.013,1.449,1.030,0.544,-0.947
QNST,"QuinStreet, Inc.",5.75,False,False,False,False,False,1.799,1.488,0.36,4.2,0.239,15.84,1.732,-1.49,Miscellaneous,Business Services,0.50716,0.50716,0.000,0.370468,0.370468,0.000,0.383,0.100,0.311,1.418,2.628,1.645,1.505
GME,Gamestop Corporation,24.69,False,False,False,False,False,0.617,0.489,0.37,4.5,0.224,66.99,7.650,-9.51,Consumer Services,Electronics Distribution,4.8474,4.8474,0.000,9.5505,9.5505,0.000,0.521,0.189,0.194,0.489,0.547,0.690,0.745
SMED,Sharps Compliance Corp,2.57,False,False,True,True,False,1.126,-0.292,0.38,2.9,0.344,6.75,0.589,0.86,Basic Industries,Environmental Services,0.027638,0.027638,0.000,0.021787,0.021787,0.000,1.345,1.297,1.418,0.006,-0.310,3.133,1.674
NVTL,"Novatel Wireless, Inc.",1.91,False,False,False,True,False,0.223,-0.259,0.38,4.1,0.244,5.00,0.523,-0.24,Consumer Durables,Telecommunications Equipment,0.249179,0.249179,0.000,0.402862,0.402862,0.000,0.487,0.373,1.650,-0.259,0.156,0.593,0.401
KONG,KongZhong Corporation,6.19,False,False,False,False,False,1.951,1.523,0.38,1.3,0.755,16.14,1.147,4.67,Technology,Telecommunications Equipment,0.280245,0.280248,0.000,0.156157,0.156181,0.001,0.346,0.810,0.428,2.752,2.578,1.360,1.113
PRSC,The Providence Service Corporation,18.36,False,False,False,False,False,1.624,0.731,0.39,5.5,0.182,47.69,6.505,-17.36,Health Care,Medical/Nursing Services,0.379052,0.379053,0.000,0.94298,0.942981,0.000,1.179,0.402,0.893,1.067,2.289,3.237,-0.096
MGLN,"Magellan Health Services, Inc.",51.79,False,False,False,False,False,0.974,0.567,0.39,3.9,0.259,134.04,13.395,0.10,Health Care,Hospital/Nursing Management,1.341167,1.341167,0.000,2.7994,2.7994,0.000,0.546,0.092,0.407,0.418,1.206,0.971,1.302
OIIM,O2Micro International Limited,3.07,False,False,False,False,False,0.267,0.155,0.39,-0.5,-2.054,7.93,0.463,3.30,Technology,Semiconductors,0.19841,0.198411,0.000,0.124282,0.124283,0.000,-0.153,0.352,0.293,0.274,0.306,0.155,0.333
IFON,InfoSonics Corp,0.65,False,False,True,True,False,1.699,-8.139,0.39,2.2,0.460,1.67,0.131,0.37,Consumer Non-Durables,Electronic Components,0.026211,0.026211,0.000,0.034884,0.034884,0.000,-0.709,2.034,9.838,0.003,18.384,-20.700,9.109
WDC,Western Digital Corporation,46.77,False,False,False,False,False,0.450,0.305,0.40,4.6,0.216,117.89,13.240,-14.51,Technology,Electronic Components,14.412,14.206,0.063,12.478,12.478,0.000,1.016,0.565,0.289,0.564,0.305,0.555,0.375
AAPL,Apple Inc.,453.62,False,False,False,False,False,5.034,4.817,0.40,4.1,0.242,1142.63,117.322,-30.59,Technology,Computer Manufacturing,176.064,176.064,0.000,155.971,156.508,0.015,1.916,0.724,0.217,5.414,6.233,4.854,3.634
QLGC,QLogic Corporation,11.37,False,False,False,False,False,0.891,0.626,0.40,3.0,0.339,28.62,2.447,4.15,Technology,Computer Communications Equipment,0.913418,0.913418,0.000,0.558608,0.558608,0.000,0.275,0.153,0.346,0.626,0.731,0.884,1.325
JE,"Just Energy Group, Inc.",9.93,False,False,True,False,False,1.543,0.602,0.40,6.2,0.163,24.98,3.911,-14.13,Public Utilities,Oil/Gas Transmission,1.543044,1.543893,0.002,2.785269,2.786802,0.002,2.663,3.663,0.941,0.546,0.617,1.359,3.650
UNTD,"United Online, Inc.",6.59,False,False,False,False,False,0.948,0.631,0.40,5.2,0.193,16.58,2.075,-4.18,Technology,"Computer Software: Programming, Data Processing",0.996357,0.996357,0.000,0.897685,0.897685,0.000,0.396,0.435,0.317,0.584,0.830,1.122,1.255
SORL,"SORL Auto Parts, Inc.",3.1,False,False,True,True,False,0.231,0.051,0.40,5.4,0.187,7.74,0.998,-2.24,Capital Goods,Auto Parts:O.E.M.,0.234527,0.234528,0.000,0.216788,0.216789,0.000,1.191,1.098,0.536,0.051,0.319,0.249,0.304
HOGS,Zhongpin Inc.,12.73,False,False,False,False,False,0.262,0.125,0.40,5.1,0.196,31.57,3.849,-6.93,Consumer Non-Durables,Meat/Poultry/Fish,0.991268,0.991269,0.000,1.456208,1.456208,0.000,1.972,0.864,0.897,0.125,0.166,0.144,0.615
STEC,"STEC, Inc.",5.01,False,False,False,True,False,0.486,-0.536,0.40,1.9,0.533,12.38,0.907,3.31,Technology,Electronic Components,0.336582,0.336582,0.000,0.308059,0.308059,0.000,0.306,0.602,1.668,0.841,0.282,1.359,-0.536
LPS,"Lender Processing Services, Inc",24.16,False,False,False,False,False,2.207,2.071,0.41,5.6,0.180,59.29,7.909,-19.80,Miscellaneous,Business Services,2.245415,2.245415,0.000,2.090112,2.090112,0.000,0.343,0.179,0.136,1.793,2.345,2.487,2.202
ELNK,"EarthLink, Inc.",6.87,False,False,False,False,False,0.372,0.155,0.41,5.8,0.174,16.75,2.333,-6.58,Technology,"Computer Software: Programming, Data Processing",1.680451,1.680451,0.000,1.314104,1.314104,0.000,0.745,0.909,0.500,0.281,0.549,0.155,0.504
ICON,"Iconix Brand Group, Inc.",24.19,False,False,True,False,False,25.483,24.981,0.42,5.1,0.198,57.69,6.774,-10.05,Consumer Non-Durables,Shoe Manufacturing,2.161303,2.161303,0.000,0.369845,0.369845,0.000,1.989,2.206,0.502,16.611,23.976,17.345,43.998
PTNT,Internet Patents Corporation,3.745,False,True,True,True,False,0.116,-0.627,0.43,-746.4,-0.001,8.69,0.007,8.63,Miscellaneous,Business Services,0.073994,0.073994,0.000,0.0,None,N/A,-3.360,3.989,9.096,-0.627,1.676,-0.402,-0.183
SPAR,"Spartan Motors, Inc.",5.7,False,False,False,False,False,0.400,0.158,0.43,4.7,0.211,13.17,1.417,-1.01,Capital Goods,Auto Manufacturing,0.248609,0.248609,0.000,0.42601,0.42601,0.000,0.380,0.455,0.789,0.158,0.239,0.342,0.859
CPIX,Cumberland Pharmaceuticals Inc.,4.41,False,False,True,False,False,5.955,5.206,0.45,2.0,0.498,9.89,0.686,3.03,Consumer Durables,Major Pharmaceuticals,0.095518,0.095518,0.000,0.051142,0.051143,0.000,1.190,1.063,0.749,6.482,2.222,3.070,12.045
NIHD,"NII Holdings, Inc.",6.58,False,False,True,False,False,0.188,0.130,0.45,7.9,0.127,14.76,3.815,-23.39,Public Utilities,Telecommunications Equipment,9.820958,9.822136,0.001,5.601316,6.734946,0.800,0.301,1.336,0.253,0.130,0.171,0.237,0.214
MAXY,"Maxygen, Inc.",2.5,False,False,True,True,False,-0.034,-1.197,0.45,N/A,N/A,5.60,-0.001,5.61,Health Care,Biotechnology: Commercial Physical & Biological Resarch,0.164633,0.164633,0.000,0.000561,0.000561,0.000,-4.387,7.941,46.568,-0.666,-0.543,-1.197,2.272
RRST,RRSat Global Communications Network Ltd.,7.88,False,False,False,False,False,0.388,0.141,0.45,4.5,0.222,17.65,1.776,-0.11,Consumer Services,Telecommunications Equipment,0.120021,0.120021,0.000,0.11292,0.11292,0.000,1.210,0.558,0.834,0.173,0.141,0.396,0.842
AFAM,Almost Family Inc,19.94,False,False,True,False,False,2.730,2.266,0.45,4.6,0.215,44.24,4.540,-1.16,Health Care,Medical/Nursing Services,0.250822,0.250822,0.000,0.339853,0.339853,0.000,0.149,1.167,0.464,2.663,4.443,2.417,1.396
THRM,Gentherm Inc,14.92,False,False,True,False,False,2.092,1.285,0.45,5.6,0.178,33.03,4.132,-8.29,Capital Goods,Auto Parts:O.E.M.,0.377807,0.377807,0.000,0.369588,0.369588,0.000,2.567,3.775,0.807,4.444,2.097,0.571,1.256
KIRK,"Kirkland's, Inc.",11.33,False,False,False,False,False,0.280,0.120,0.45,4.6,0.219,24.91,2.501,-0.11,Consumer Services,Other Specialty Stores,0.202589,0.202589,0.000,0.430285,0.430285,0.000,0.108,0.435,0.420,0.278,0.324,0.398,0.120
VOD,Vodafone Group Plc,27.3,True,True,False,False,False,0.231,0.193,0.46,7.1,0.140,59.98,11.424,-54.26,Public Utilities,Telecommunications Equipment,139.576,223.008,2.035,46.417,74.163,2.035,0.281,0.408,0.147,0.269,0.214,0.193,0.247
WBMD,WebMD Health Corp,16.82,False,False,False,False,False,0.987,0.655,0.46,4.1,0.246,36.89,3.380,3.09,Miscellaneous,Business Services,1.641025,1.641025,0.000,0.558775,0.558775,0.000,0.856,0.273,0.332,1.108,1.070,0.511,1.259
AMSG,Amsurg Corp.,31.23,False,False,False,False,False,0.879,0.587,0.46,5.8,0.173,67.89,8.704,-19.15,Health Care,Medical/Nursing Services,1.573018,1.573018,0.000,0.78687,0.78687,0.000,0.471,0.132,0.292,0.938,0.980,1.092,0.507
CRTX,Cornerstone Therapeutics Inc.,5.42,False,False,True,False,False,10.016,9.355,0.46,4.3,0.231,11.72,1.110,0.62,Consumer Durables,Major Pharmaceuticals,0.232314,0.232314,0.000,0.101422,0.101422,0.000,0.190,2.552,0.661,10.056,19.370,5.437,5.202
